DECILGEN,KOMMUNEDK,PRISENHED,TID,INDHOLD
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1995,192572
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1996,193464
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1997,193717
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1998,197510
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),1999,195107
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2000,195723
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2001,198131
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2002,199162
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2003,198523
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2004,206766
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2005,207083
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2006,208715
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2007,209549
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2008,208436
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2009,208808
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2010,215451
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2011,211849
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2012,209972
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2013,210826
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2014,213900
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2015,216569
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2016,219523
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2017,222828
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2018,227595
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2019,230641
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2020,238137
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2021,242445
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2022,229406
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2023,226502
4. decil,Sønderborg,Faste priser (seneste dataårs prisniveau),2024,227971
4. decil,Sønderborg,Nominelle priser,1987,77545
4. decil,Sønderborg,Nominelle priser,1988,81646
4. decil,Sønderborg,Nominelle priser,1989,86676
4. decil,Sønderborg,Nominelle priser,1990,88892
4. decil,Sønderborg,Nominelle priser,1991,91973
4. decil,Sønderborg,Nominelle priser,1992,96182
4. decil,Sønderborg,Nominelle priser,1993,98616
4. decil,Sønderborg,Nominelle priser,1994,105318
4. decil,Sønderborg,Nominelle priser,1995,110209
4. decil,Sønderborg,Nominelle priser,1996,113059
4. decil,Sønderborg,Nominelle priser,1997,115691
4. decil,Sønderborg,Nominelle priser,1998,120127
4. decil,Sønderborg,Nominelle priser,1999,121620
4. decil,Sønderborg,Nominelle priser,2000,125566
4. decil,Sønderborg,Nominelle priser,2001,130111
4. decil,Sønderborg,Nominelle priser,2002,133950
4. decil,Sønderborg,Nominelle priser,2003,136309
4. decil,Sønderborg,Nominelle priser,2004,143610
4. decil,Sønderborg,Nominelle priser,2005,146435
4. decil,Sønderborg,Nominelle priser,2006,150393
4. decil,Sønderborg,Nominelle priser,2007,153579
4. decil,Sønderborg,Nominelle priser,2008,157956
4. decil,Sønderborg,Nominelle priser,2009,160329
4. decil,Sønderborg,Nominelle priser,2010,169245
4. decil,Sønderborg,Nominelle priser,2011,170995
4. decil,Sønderborg,Nominelle priser,2012,173558
4. decil,Sønderborg,Nominelle priser,2013,175628
4. decil,Sønderborg,Nominelle priser,2014,179208
4. decil,Sønderborg,Nominelle priser,2015,182264
4. decil,Sønderborg,Nominelle priser,2016,185233
4. decil,Sønderborg,Nominelle priser,2017,190171
4. decil,Sønderborg,Nominelle priser,2018,195824
4. decil,Sønderborg,Nominelle priser,2019,199938
4. decil,Sønderborg,Nominelle priser,2020,207308
4. decil,Sønderborg,Nominelle priser,2021,214967
4. decil,Sønderborg,Nominelle priser,2022,219068
4. decil,Sønderborg,Nominelle priser,2023,223431
4. decil,Sønderborg,Nominelle priser,2024,227971
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),1987,159053
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),1988,161113
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),1989,163720
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),1990,165661
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),1991,170127
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),1992,171585
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),1993,175587
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),1994,183465
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),1995,186624
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),1996,186637
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),1997,185683
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),1998,189776
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),1999,189481
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),2000,189672
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),2001,189934
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),2002,190974
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),2003,192606
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),2004,199534
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),2005,198950
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),2006,203606
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),2007,204996
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),2008,200484
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),2009,202179
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),2010,209685
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),2011,207281
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),2012,205570
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),2013,207509
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),2014,211487
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),2015,213558
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),2016,215518
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),2017,219541
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),2018,222922
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),2019,226102
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),2020,232341
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),2021,236738
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),2022,224072
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),2023,219497
4. decil,Tønder,Faste priser (seneste dataårs prisniveau),2024,220132
4. decil,Tønder,Nominelle priser,1987,73466
4. decil,Tønder,Nominelle priser,1988,77782
4. decil,Tønder,Nominelle priser,1989,82820
4. decil,Tønder,Nominelle priser,1990,86007
4. decil,Tønder,Nominelle priser,1991,90445
4. decil,Tønder,Nominelle priser,1992,93148
4. decil,Tønder,Nominelle priser,1993,96500
4. decil,Tønder,Nominelle priser,1994,102846
4. decil,Tønder,Nominelle priser,1995,106805
4. decil,Tønder,Nominelle priser,1996,109069
4. decil,Tønder,Nominelle priser,1997,110893
4. decil,Tønder,Nominelle priser,1998,115423
4. decil,Tønder,Nominelle priser,1999,118113
4. decil,Tønder,Nominelle priser,2000,121684
4. decil,Tønder,Nominelle priser,2001,124728
4. decil,Tønder,Nominelle priser,2002,128443
4. decil,Tønder,Nominelle priser,2003,132246
4. decil,Tønder,Nominelle priser,2004,138587
4. decil,Tønder,Nominelle priser,2005,140684
4. decil,Tønder,Nominelle priser,2006,146712
4. decil,Tønder,Nominelle priser,2007,150242
4. decil,Tønder,Nominelle priser,2008,151930
4. decil,Tønder,Nominelle priser,2009,155239
4. decil,Tønder,Nominelle priser,2010,164716
4. decil,Tønder,Nominelle priser,2011,167308
4. decil,Tønder,Nominelle priser,2012,169919
4. decil,Tønder,Nominelle priser,2013,172865
4. decil,Tønder,Nominelle priser,2014,177186
4. decil,Tønder,Nominelle priser,2015,179730
4. decil,Tønder,Nominelle priser,2016,181853
4. decil,Tønder,Nominelle priser,2017,187366
4. decil,Tønder,Nominelle priser,2018,191803
4. decil,Tønder,Nominelle priser,2019,196003
4. decil,Tønder,Nominelle priser,2020,202263
4. decil,Tønder,Nominelle priser,2021,209907
4. decil,Tønder,Nominelle priser,2022,213974
4. decil,Tønder,Nominelle priser,2023,216521
4. decil,Tønder,Nominelle priser,2024,220132
4. decil,Varde,Faste priser (seneste dataårs prisniveau),1987,162119
4. decil,Varde,Faste priser (seneste dataårs prisniveau),1988,163327
4. decil,Varde,Faste priser (seneste dataårs prisniveau),1989,167911
4. decil,Varde,Faste priser (seneste dataårs prisniveau),1990,170324
4. decil,Varde,Faste priser (seneste dataårs prisniveau),1991,175766
4. decil,Varde,Faste priser (seneste dataårs prisniveau),1992,177517
4. decil,Varde,Faste priser (seneste dataårs prisniveau),1993,180675
4. decil,Varde,Faste priser (seneste dataårs prisniveau),1994,189341
4. decil,Varde,Faste priser (seneste dataårs prisniveau),1995,193739
4. decil,Varde,Faste priser (seneste dataårs prisniveau),1996,195677
4. decil,Varde,Faste priser (seneste dataårs prisniveau),1997,197671
4. decil,Varde,Faste priser (seneste dataårs prisniveau),1998,200211
4. decil,Varde,Faste priser (seneste dataårs prisniveau),1999,199414
4. decil,Varde,Faste priser (seneste dataårs prisniveau),2000,200788
4. decil,Varde,Faste priser (seneste dataårs prisniveau),2001,200672
4. decil,Varde,Faste priser (seneste dataårs prisniveau),2002,203851
4. decil,Varde,Faste priser (seneste dataårs prisniveau),2003,205960
4. decil,Varde,Faste priser (seneste dataårs prisniveau),2004,215290
4. decil,Varde,Faste priser (seneste dataårs prisniveau),2005,216378
4. decil,Varde,Faste priser (seneste dataårs prisniveau),2006,220485
4. decil,Varde,Faste priser (seneste dataårs prisniveau),2007,221728
4. decil,Varde,Faste priser (seneste dataårs prisniveau),2008,219153
4. decil,Varde,Faste priser (seneste dataårs prisniveau),2009,218923
4. decil,Varde,Faste priser (seneste dataårs prisniveau),2010,227579
4. decil,Varde,Faste priser (seneste dataårs prisniveau),2011,226787
4. decil,Varde,Faste priser (seneste dataårs prisniveau),2012,226727
4. decil,Varde,Faste priser (seneste dataårs prisniveau),2013,229773
4. decil,Varde,Faste priser (seneste dataårs prisniveau),2014,232485
4. decil,Varde,Faste priser (seneste dataårs prisniveau),2015,233908
4. decil,Varde,Faste priser (seneste dataårs prisniveau),2016,235236
4. decil,Varde,Faste priser (seneste dataårs prisniveau),2017,239364
4. decil,Varde,Faste priser (seneste dataårs prisniveau),2018,243794
4. decil,Varde,Faste priser (seneste dataårs prisniveau),2019,247305
4. decil,Varde,Faste priser (seneste dataårs prisniveau),2020,256218
4. decil,Varde,Faste priser (seneste dataårs prisniveau),2021,261953
4. decil,Varde,Faste priser (seneste dataårs prisniveau),2022,247658
4. decil,Varde,Faste priser (seneste dataårs prisniveau),2023,243965
4. decil,Varde,Faste priser (seneste dataårs prisniveau),2024,245507
4. decil,Varde,Nominelle priser,1987,74882
4. decil,Varde,Nominelle priser,1988,78851
4. decil,Varde,Nominelle priser,1989,84940
4. decil,Varde,Nominelle priser,1990,88428
4. decil,Varde,Nominelle priser,1991,93443
4. decil,Varde,Nominelle priser,1992,96368
4. decil,Varde,Nominelle priser,1993,99296
4. decil,Varde,Nominelle priser,1994,106140
4. decil,Varde,Nominelle priser,1995,110877
4. decil,Varde,Nominelle priser,1996,114352
4. decil,Varde,Nominelle priser,1997,118052
4. decil,Varde,Nominelle priser,1998,121770
4. decil,Varde,Nominelle priser,1999,124305
4. decil,Varde,Nominelle priser,2000,128815
4. decil,Varde,Nominelle priser,2001,131780
4. decil,Varde,Nominelle priser,2002,137104
4. decil,Varde,Nominelle priser,2003,141415
4. decil,Varde,Nominelle priser,2004,149530
4. decil,Varde,Nominelle priser,2005,153008
4. decil,Varde,Nominelle priser,2006,158874
4. decil,Varde,Nominelle priser,2007,162505
4. decil,Varde,Nominelle priser,2008,166078
4. decil,Varde,Nominelle priser,2009,168096
4. decil,Varde,Nominelle priser,2010,178772
4. decil,Varde,Nominelle priser,2011,183053
4. decil,Varde,Nominelle priser,2012,187407
4. decil,Varde,Nominelle priser,2013,191412
4. decil,Varde,Nominelle priser,2014,194779
4. decil,Varde,Nominelle priser,2015,196856
4. decil,Varde,Nominelle priser,2016,198491
4. decil,Varde,Nominelle priser,2017,204284
4. decil,Varde,Nominelle priser,2018,209762
4. decil,Varde,Nominelle priser,2019,214383
4. decil,Varde,Nominelle priser,2020,223049
4. decil,Varde,Nominelle priser,2021,232264
4. decil,Varde,Nominelle priser,2022,236497
4. decil,Varde,Nominelle priser,2023,240658
4. decil,Varde,Nominelle priser,2024,245507
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),1987,157743
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),1988,160682
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),1989,163167
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),1990,165927
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),1991,170646
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),1992,172571
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),1993,175200
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),1994,183955
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),1995,188238
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),1996,189058
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),1997,190695
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),1998,192806
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),1999,193647
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),2000,194355
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),2001,195828
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),2002,198470
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),2003,200581
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),2004,208688
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),2005,209214
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),2006,213730
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),2007,212550
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),2008,210684
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),2009,211527
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),2010,220012
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),2011,217411
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),2012,217583
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),2013,220347
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),2014,223916
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),2015,226356
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),2016,228958
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),2017,233639
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),2018,238234
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),2019,240635
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),2020,249148
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),2021,256061
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),2022,241595
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),2023,240868
4. decil,Vejen,Faste priser (seneste dataårs prisniveau),2024,243826
4. decil,Vejen,Nominelle priser,1987,72861
4. decil,Vejen,Nominelle priser,1988,77574
4. decil,Vejen,Nominelle priser,1989,82540
4. decil,Vejen,Nominelle priser,1990,86145
4. decil,Vejen,Nominelle priser,1991,90721
4. decil,Vejen,Nominelle priser,1992,93683
4. decil,Vejen,Nominelle priser,1993,96287
4. decil,Vejen,Nominelle priser,1994,103121
4. decil,Vejen,Nominelle priser,1995,107729
4. decil,Vejen,Nominelle priser,1996,110484
4. decil,Vejen,Nominelle priser,1997,113886
4. decil,Vejen,Nominelle priser,1998,117266
4. decil,Vejen,Nominelle priser,1999,120710
4. decil,Vejen,Nominelle priser,2000,124688
4. decil,Vejen,Nominelle priser,2001,128599
4. decil,Vejen,Nominelle priser,2002,133485
4. decil,Vejen,Nominelle priser,2003,137722
4. decil,Vejen,Nominelle priser,2004,144945
4. decil,Vejen,Nominelle priser,2005,147942
4. decil,Vejen,Nominelle priser,2006,154007
4. decil,Vejen,Nominelle priser,2007,155778
4. decil,Vejen,Nominelle priser,2008,159660
4. decil,Vejen,Nominelle priser,2009,162417
4. decil,Vejen,Nominelle priser,2010,172828
4. decil,Vejen,Nominelle priser,2011,175485
4. decil,Vejen,Nominelle priser,2012,179849
4. decil,Vejen,Nominelle priser,2013,183560
4. decil,Vejen,Nominelle priser,2014,187599
4. decil,Vejen,Nominelle priser,2015,190501
4. decil,Vejen,Nominelle priser,2016,193194
4. decil,Vejen,Nominelle priser,2017,199398
4. decil,Vejen,Nominelle priser,2018,204978
4. decil,Vejen,Nominelle priser,2019,208601
4. decil,Vejen,Nominelle priser,2020,216894
4. decil,Vejen,Nominelle priser,2021,227040
4. decil,Vejen,Nominelle priser,2022,230707
4. decil,Vejen,Nominelle priser,2023,237603
4. decil,Vejen,Nominelle priser,2024,243826
4. decil,Vejle,Faste priser (seneste dataårs prisniveau),1987,164697
