Decile,Municipality,Price_Unit,Year,Average_Income
1st Decile,Lolland,Constant prices,2009,52814
1st Decile,Lolland,Constant prices,2010,78201
1st Decile,Lolland,Constant prices,2011,59964
1st Decile,Lolland,Constant prices,2012,78320
1st Decile,Lolland,Constant prices,2013,90545
1st Decile,Lolland,Constant prices,2014,85344
1st Decile,Lolland,Constant prices,2015,97563
1st Decile,Lolland,Constant prices,2016,79317
1st Decile,Lolland,Constant prices,2017,81879
1st Decile,Lolland,Constant prices,2018,74106
1st Decile,Lolland,Constant prices,2019,87027
1st Decile,Lolland,Constant prices,2020,104197
1st Decile,Lolland,Constant prices,2021,109437
1st Decile,Lolland,Constant prices,2022,93752
1st Decile,Lolland,Constant prices,2023,105838
1st Decile,Lolland,Constant prices,2024,105067
1st Decile,Lolland,Nominal prices,1987,28533
1st Decile,Lolland,Nominal prices,1988,29187
1st Decile,Lolland,Nominal prices,1989,36015
1st Decile,Lolland,Nominal prices,1990,40668
1st Decile,Lolland,Nominal prices,1991,42226
1st Decile,Lolland,Nominal prices,1992,43415
